;country;iso_code;date;total_vaccinations;people_vaccinated;people_fully_vaccinated;New_deaths;population;ratio
0;Afghanistan;AFG;11/05/2021;504502;448878;55624;12;40064421;1.120390583
1;Afghanistan;AFG;20/05/2021;547901;470341;77560;10;40064421;1.173961805
2;Afghanistan;AFG;24/05/2021;573277;476367;96910;10;40064421;1.189002582
3;Afghanistan;AFG;26/05/2021;590454;479372;111082;19;40064421;1.196503002
4;Afghanistan;AFG;27/05/2021;593313;479574;113739;14;40064421;1.19700719
5;Afghanistan;AFG;30/05/2021;600152;480226;119926;20;40064421;1.198634569
6;Afghanistan;AFG;02/06/2021;626290;481690;144600;34;40064421;1.202288684
7;Afghanistan;AFG;03/06/2021;630305;481800;148505;27;40064421;1.202563242
8;Afghanistan;AFG;08/06/2021;641295;482952;158343;64;40064421;1.205438611
9;Afghanistan;AFG;14/06/2021;662003;484737;177266;85;40064421;1.209893936
10;Afghanistan;AFG;22/06/2021;765890;582128;183762;78;40064421;1.452979939
11;Afghanistan;AFG;27/06/2021;835694;649434;186260;56;40064421;1.62097438
12;Afghanistan;AFG;30/06/2021;886854;699200;187654;77;40064421;1.745189329
13;Afghanistan;AFG;05/07/2021;915671;726349;189322;84;40064421;1.812952694
14;Afghanistan;AFG;07/07/2021;934463;735213;199250;55;40064421;1.835077063
15;Afghanistan;AFG;11/07/2021;962093;742934;219159;86;40064421;1.854348525
16;Afghanistan;AFG;20/08/2021;1201286;770542;430744;7;40064421;1.923257546
17;Albania;ALB;02/02/2021;550;549;1;13;2871560;0.019118528
18;Albania;ALB;09/02/2021;1127;689;438;12;2871560;0.023993927
19;Albania;ALB;17/02/2021;1701;1090;611;15;2871560;0.037958462
20;Albania;ALB;18/02/2021;3049;2438;611;18;2871560;0.084901587
21;Albania;ALB;22/02/2021;6728;6073;655;13;2871560;0.211487832
22;Albania;ALB;11/05/2021;622507;440921;181586;4;2871560;15.35475491
23;Albania;ALB;12/05/2021;632676;444755;187921;4;2871560;15.48827118
24;Albania;ALB;13/05/2021;638338;445402;192936;3;2871560;15.51080249
25;Albania;ALB;14/05/2021;653330;448571;204759;3;2871560;15.62116062
26;Albania;ALB;17/05/2021;680083;456980;223103;3;2871560;15.91399797
27;Albania;ALB;18/05/2021;688947;460191;228756;3;2871560;16.02581872
28;Albania;ALB;19/05/2021;697811;463402;234409;1;2871560;16.13763947
29;Albania;ALB;20/05/2021;703743;466083;237660;2;2871560;16.23100336
30;Albania;ALB;21/05/2021;708846;469169;239677;2;2871560;16.33847107
31;Albania;ALB;23/05/2021;716616;472840;243776;1;2871560;16.46631099
32;Albania;ALB;24/05/2021;725135;475237;249898;2;2871560;16.54978479
33;Albania;ALB;26/05/2021;748986;479789;269197;2;2871560;16.70830489
34;Albania;ALB;27/05/2021;759043;481788;277255;0;2871560;16.77791862
35;Albania;ALB;30/05/2021;772204;485162;287042;1;2871560;16.89541573
36;Albania;ALB;31/05/2021;776461;486128;290333;1;2871560;16.92905598
37;Albania;ALB;01/06/2021;780342;487078;293264;1;2871560;16.96213905
38;Albania;ALB;03/06/2021;787321;490050;297271;0;2871560;17.0656368
39;Albania;ALB;06/06/2021;798624;492522;306102;0;2871560;17.15172241
40;Albania;ALB;07/06/2021;803682;493346;310336;0;2871560;17.18041761
41;Albania;ALB;08/06/2021;809992;494437;315555;1;2871560;17.2184109
42;Albania;ALB;09/06/2021;816556;496024;320532;0;2871560;17.27367703
43;Albania;ALB;10/06/2021;823053;498437;324616;0;2871560;17.35770801
44;Albania;ALB;11/06/2021;830281;501735;328546;0;2871560;17.47255847
45;Albania;ALB;12/06/2021;834868;503721;331147;1;2871560;17.54171948
46;Albania;ALB;13/06/2021;836430;504257;332173;0;2871560;17.5603853
47;Albania;ALB;14/06/2021;842535;507764;334771;0;2871560;17.68251403
48;Albania;ALB;15/06/2021;848430;507854;340576;0;2871560;17.68564822
49;Albania;ALB;16/06/2021;854227;509282;344945;1;2871560;17.73537729
50;Albania;ALB;17/06/2021;862628;511175;351453;0;2871560;17.80129964
51;Albania;ALB;20/06/2021;880912;515884;365028;0;2871560;17.96528716
52;Albania;ALB;21/06/2021;890052;519674;370378;0;2871560;18.09727117
53;Albania;ALB;22/06/2021;901429;525800;375629;1;2871560;18.31060469
54;Albania;ALB;23/06/2021;912874;532225;380649;0;2871560;18.53435067
55;Albania;ALB;24/06/2021;922886;537018;385868;0;2871560;18.70126342
56;Albania;ALB;28/06/2021;943439;547300;396139;0;2871560;19.05932664
57;Albania;ALB;29/06/2021;955498;556252;399246;0;2871560;19.37107356
58;Albania;ALB;30/06/2021;968034;564530;403504;0;2871560;19.65934893
59;Albania;ALB;01/07/2021;974486;567084;407402;0;2871560;19.74829013
60;Albania;ALB;02/07/2021;981499;569352;412147;0;2871560;19.82727159
61;Albania;ALB;04/07/2021;988550;571759;416791;0;2871560;19.91109362
62;Albania;ALB;05/07/2021;994081;574187;419894;0;2871560;19.99564697
63;Albania;ALB;06/07/2021;1000063;576905;423158;0;2871560;20.09029935
64;Albania;ALB;07/07/2021;1005663;579552;426111;0;2871560;20.18247921
65;Albania;ALB;08/07/2021;1011297;582106;429191;0;2871560;20.27142041
66;Albania;ALB;09/07/2021;1016554;584832;431722;0;2871560;20.36635139
67;Albania;ALB;10/07/2021;1021408;587238;434170;0;2871560;20.4501386
68;Albania;ALB;11/07/2021;1022802;587876;434926;0;2871560;20.47235649
69;Albania;ALB;12/07/2021;1029234;590476;438758;0;2871560;20.56289961
70;Albania;ALB;13/07/2021;1035667;592502;443165;0;2871560;20.63345359
71;Albania;ALB;14/07/2021;1043499;594669;448830;0;2871560;20.7089178
72;Albania;ALB;15/07/2021;1052108;596977;455131;0;2871560;20.78929223
73;Albania;ALB;16/07/2021;1060042;599387;460655;0;2871560;20.87321874
74;Albania;ALB;17/07/2021;1067135;601701;465434;0;2871560;20.95380211
75;Albania;ALB;18/07/2021;1069365;602460;466905;0;2871560;20.98023374
76;Albania;ALB;20/07/2021;1082424;609538;472886;0;2871560;21.22671997
77;Albania;ALB;21/07/2021;1095453;616592;478861;0;2871560;21.47237042
78;Albania;ALB;22/07/2021;1109785;624490;485295;0;2871560;21.74741256
79;Albania;ALB;25/07/2021;1138771;640047;498724;0;2871560;22.28917383
80;Albania;ALB;29/07/2021;1179769;660756;519013;1;2871560;23.01034978
81;Albania;ALB;30/07/2021;1190847;665632;525215;0;2871560;23.18015295
82;Albania;ALB;31/07/2021;1198933;670215;528718;0;2871560;23.33975261
83;Albania;ALB;01/08/2021;1203087;672765;530322;0;2871560;23.42855451
84;Albania;ALB;02/08/2021;1212761;677938;534823;0;2871560;23.6087005
85;Albania;ALB;03/08/2021;1221640;683052;538588;0;2871560;23.78679185
86;Albania;ALB;04/08/2021;1229405;687768;541637;0;2871560;23.95102314
87;Albania;ALB;05/08/2021;1238036;693000;545036;0;2871560;24.13322375
88;Albania;ALB;08/08/2021;1259952;706470;553482;1;2871560;24.60230676
89;Albania;ALB;10/08/2021;1280239;720232;560007;1;2871560;25.08155846
90;Albania;ALB;13/08/2021;1309995;742540;567455;0;2871560;25.85841842
91;Albania;ALB;15/08/2021;1321198;750965;570233;2;2871560;26.15181295
92;Albania;ALB;16/08/2021;1330754;757938;572816;1;2871560;26.39464263
93;Albania;ALB;17/08/2021;1340339;764997;575342;2;2871560;26.6404672
94;Albania;ALB;19/08/2021;1358228;776986;581242;3;2871560;27.05797546
95;Albania;ALB;21/08/2021;1373349;785724;587625;2;2871560;27.36226999
96;Albania;ALB;22/08/2021;1376763;787510;589253;2;2871560;27.42446614
97;Albania;ALB;23/08/2021;1386713;792663;594050;1;2871560;27.60391564
98;Albania;ALB;24/08/2021;1396390;797441;598949;0;2871560;27.77030604
99;Albania;ALB;25/08/2021;1405653;802394;603259;2;2871560;27.94279068
100;Albania;ALB;26/08/2021;1415907;807368;608539;3;2871560;28.11600663
101;Albania;ALB;27/08/2021;1427977;812555;615422;3;2871560;28.29664015
102;Albania;ALB;29/08/2021;1444764;818955;625809;3;2871560;28.51951552
103;Albania;ALB;30/08/2021;1458048;824170;633878;2;2871560;28.70112413
104;Albania;ALB;31/08/2021;1472316;830396;641920;3;2871560;28.91794007
105;Albania;ALB;01/09/2021;1485250;836613;648637;3;2871560;29.1344426
106;Albania;ALB;02/09/2021;1499898;844304;655594;3;2871560;29.40227611
107;Albania;ALB;06/09/2021;1539232;865281;673951;3;2871560;30.13278497
108;Albania;ALB;07/09/2021;1553626;872116;681510;4;2871560;30.3708089
109;Albania;ALB;08/09/2021;1567313;879459;687854;4;2871560;30.62652356
110;Albania;ALB;09/09/2021;1579402;885981;693421;5;2871560;30.85364749
111;Albania;ALB;10/09/2021;1589575;890978;698597;3;2871560;31.02766441
112;Albania;ALB;11/09/2021;1598196;895363;702833;4;2871560;31.18036886
113;Albania;ALB;12/09/2021;1601552;896926;704626;4;2871560;31.2347992
114;Albania;ALB;13/09/2021;1610157;900814;709343;4;2871560;31.37019599
115;Albania;ALB;14/09/2021;1618111;904594;713517;5;2871560;31.50183176
116;Albania;ALB;15/09/2021;1625636;908232;717404;5;2871560;31.62852248
117;Albania;ALB;16/09/2021;1632986;911372;721614;4;2871560;31.7378707
118;Albania;ALB;17/09/2021;1640239;914401;725838;6;2871560;31.84335344
119;Albania;ALB;19/09/2021;1649884;918307;731577;5;2871560;31.97937706
120;Albania;ALB;20/09/2021;1657595;921001;736594;6;2871560;32.07319366
121;Albania;ALB;21/09/2021;1665590;923771;741819;7;2871560;32.16965691
122;Albania;ALB;22/09/2021;1674093;926652;747441;7;2871560;32.26998565
123;Albania;ALB;23/09/2021;1683644;929624;754020;7;2871560;32.3734834
124;Algeria;DZA;20/08/2021;4146091;3421279;724812;31;44805713;7.635809746
125;Algeria;DZA;04/09/2021;8000000;5000000;3000000;34;44805713;11.15929123
126;Algeria;DZA;12/09/2021;9989662;5815039;4174623;19;44805713;12.97834274
127;Andorra;AND;08/03/2021;3611;2439;1172;0;77355;3.152995928
128;Andorra;AND;10/03/2021;4914;3650;1264;0;77355;4.718505591
129;Andorra;AND;15/03/2021;8363;7098;1265;1;77355;9.175877448
130;Andorra;AND;05/04/2021;15269;9781;4484;0;77355;12.64430224
131;Andorra;AND;19/04/2021;26414;21733;4681;0;77355;28.09514576
132;Andorra;AND;26/04/2021;28503;23822;4681;0;77355;30.79568224
133;Andorra;AND;03/05/2021;28881;24182;4699;2;77355;31.2610691
134;Andorra;AND;10/05/2021;31633;26931;4702;0;77355;34.81481481
135;Andorra;AND;17/05/2021;32317;27613;4704;0;77355;35.69646435
136;Andorra;AND;31/05/2021;35916;27613;8303;0;77355;35.69646435
137;Andorra;AND;07/06/2021;41473;30535;10938;0;77355;39.47385431
138;Andorra;AND;14/06/2021;51107;34646;16416;0;77355;44.78831362
139;Andorra;AND;21/06/2021;63265;38667;24598;0;77355;49.98642622
140;Andorra;AND;28/06/2021;68329;41716;26613;0;77355;53.92799431
141;Andorra;AND;12/07/2021;70018;43008;27010;0;77355;55.59821602
142;Andorra;AND;19/07/2021;82349;48445;33904;0;77355;62.62685024
143;Andorra;AND;01/08/2021;86320;50747;35573;0;77355;65.60274061
144;Andorra;AND;15/08/2021;91660;51044;40616;0;77355;65.98668477
145;Andorra;AND;29/08/2021;93430;51599;41831;0;77355;66.70415616
146;Angola;AGO;12/05/2021;626572;586377;40195;3;34202233;1.714440692
147;Angola;AGO;18/05/2021;681502;606287;75215;18;34202233;1.772653265
148;Angola;AGO;21/05/2021;757535;630984;126551;8;34202233;1.844862001
149;Angola;AGO;26/05/2021;859979;663049;196930;4;34202233;1.938613189
150;Angola;AGO;31/05/2021;909215;679034;230181;7;34202233;1.985349904
151;Angola;AGO;08/06/2021;1115919;740289;375630;3;34202233;2.164446397
152;Angola;AGO;10/06/2021;1222630;774926;447704;8;34202233;2.265717563
153;Angola;AGO;15/06/2021;1314375;822109;492266;5;34202233;2.403670544
154;Angola;AGO;20/06/2021;1380174;866381;513793;3;34202233;2.533112385
155;Angola;AGO;24/06/2021;1432699;909119;523580;3;34202233;2.658069138
156;Angola;AGO;28/06/2021;1488292;943301;544991;2;34202233;2.758009981
157;Angola;AGO;05/07/2021;1513460;951772;561688;3;34202233;2.78277737
158;Angola;AGO;12/07/2021;1558201;958373;599828;6;34202233;2.80207728
159;Angola;AGO;19/07/2021;1592537;958373;634164;3;34202233;2.80207728
160;Angola;AGO;03/08/2021;1680059;969946;710113;2;34202233;2.835914252
161;Angola;AGO;09/08/2021;1695588;972978;722610;5;34202233;2.84477917
162;Angola;AGO;16/08/2021;1727488;1000191;727297;14;34202233;2.92434415
163;Angola;AGO;20/08/2021;1754073;1025762;728311;8;34202233;2.999108275
164;Angola;AGO;25/08/2021;1841568;1110558;731010;3;34202233;3.247033607
165;Angola;AGO;01/09/2021;2086325;1165755;920570;7;34202233;3.408417807
166;Angola;AGO;11/09/2021;2469333;1510880;958453;9;34202233;4.417489349
167;Angola;AGO;19/09/2021;2820134;1836547;983587;10;34202233;5.369669869
168;Anguilla;AIA;22/04/2021;6898;6115;783;0;15117;40.45114771
169;Anguilla;AIA;17/05/2021;13235;8811;4424;0;15117;58.28537408
170;Anguilla;AIA;28/05/2021;14443;9004;5439;0;15117;59.56208242
171;Anguilla;AIA;04/06/2021;14557;9044;5513;0;15117;59.82668519
172;Anguilla;AIA;11/06/2021;14937;9119;5818;0;15117;60.32281537
173;Anguilla;AIA;18/06/2021;15198;9183;6015;0;15117;60.7461798
174;Anguilla;AIA;25/06/2021;15789;9264;6525;0;15117;61.2820004
175;Anguilla;AIA;02/07/2021;16460;9300;7160;0;15117;61.52014289
176;Anguilla;AIA;09/07/2021;16951;9321;7630;0;15117;61.65905934
177;Anguilla;AIA;16/07/2021;17807;9362;8445;0;15117;61.93027717
178;Anguilla;AIA;23/07/2021;18001;9398;8603;0;15117;62.16841966
179;Anguilla;AIA;30/07/2021;18193;9428;8765;0;15117;62.36687173
180;Anguilla;AIA;06/08/2021;18457;9492;8965;0;15117;62.79023616
181;Anguilla;AIA;20/08/2021;18458;9493;8965;0;15117;62.79685123
182;Anguilla;AIA;03/09/2021;18471;9493;8978;0;15117;62.79685123
183;Anguilla;AIA;10/09/2021;18481;9493;8988;0;15117;62.79685123
184;Anguilla;AIA;17/09/2021;18565;9498;9067;0;15117;62.82992657
185;Anguilla;AIA;24/09/2021;18584;9498;9086;0;15117;62.82992657
186;Antigua and Barbuda;ATG;17/05/2021;34441;31860;2581;0;98914;32.20979841
187;Antigua and Barbuda;ATG;21/05/2021;39519;32469;7050;0;98914;32.82548476
188;Antigua and Barbuda;ATG;25/05/2021;42009;32759;9250;0;98914;33.11866874
189;Antigua and Barbuda;ATG;26/05/2021;44230;32876;11354;0;98914;33.23695331
190;Antigua and Barbuda;ATG;27/05/2021;45939;33024;12915;0;98914;33.38657824
191;Antigua and Barbuda;ATG;29/05/2021;48347;33214;15133;0;98914;33.57866429
192;Antigua and Barbuda;ATG;31/05/2021;50329;33463;16866;0;98914;33.83039812
193;Antigua and Barbuda;ATG;03/06/2021;51811;33632;18179;0;98914;34.00125361
194;Antigua and Barbuda;ATG;06/06/2021;55578;34084;21494;0;98914;34.45821623
195;Antigua and Barbuda;ATG;07/06/2021;57264;34368;22896;0;98914;34.74533433
196;Antigua and Barbuda;ATG;09/06/2021;58074;34644;23430;0;98914;35.0243646
197;Antigua and Barbuda;ATG;12/06/2021;58727;34883;23844;0;98914;35.26598864
198;Antigua and Barbuda;ATG;15/06/2021;59582;35257;24325;0;98914;35.64409487
199;Antigua and Barbuda;ATG;17/06/2021;62204;35611;26593;0;98914;36.00198152
200;Antigua and Barbuda;ATG;20/06/2021;62809;35768;27041;0;98914;36.16070526
201;Antigua and Barbuda;ATG;29/06/2021;63995;36432;27563;0;98914;36.83199547
202;Antigua and Barbuda;ATG;01/07/2021;64455;36583;27872;0;98914;36.98465334
203;Antigua and Barbuda;ATG;04/07/2021;64696;36692;28004;0;98914;37.09485007
204;Antigua and Barbuda;ATG;06/07/2021;64823;36749;28074;0;98914;37.15247589
205;Antigua and Barbuda;ATG;08/07/2021;65077;36826;28251;0;98914;37.23032129
206;Antigua and Barbuda;ATG;09/07/2021;65337;36908;28429;0;98914;37.31322159
207;Antigua and Barbuda;ATG;13/07/2021;65656;37045;28611;0;98914;37.45172574
208;Antigua and Barbuda;ATG;15/07/2021;65757;37092;28665;0;98914;37.49924177
209;Antigua and Barbuda;ATG;18/07/2021;66124;37316;28808;0;98914;37.72570111
210;Antigua and Barbuda;ATG;20/07/2021;66408;37448;28960;0;98914;37.85915037
211;Antigua and Barbuda;ATG;21/07/2021;66522;37498;29024;0;98914;37.90969933
212;Antigua and Barbuda;ATG;22/07/2021;67847;37555;30292;0;98914;37.96732515
213;Antigua and Barbuda;ATG;25/07/2021;68271;37841;30430;0;98914;38.25646521
214;Antigua and Barbuda;ATG;28/07/2021;68715;38067;30648;0;98914;38.48494652
215;Antigua and Barbuda;ATG;29/07/2021;68850;38146;30704;0;98914;38.56481388
216;Antigua and Barbuda;ATG;02/08/2021;69290;38362;30928;0;98914;38.78318539
217;Antigua and Barbuda;ATG;04/08/2021;69518;38462;31056;0;98914;38.88428332
218;Antigua and Barbuda;ATG;07/08/2021;69903;38605;31298;0;98914;39.02885335
219;Antigua and Barbuda;ATG;10/08/2021;70019;38605;31414;0;98914;39.02885335
220;Antigua and Barbuda;ATG;14/08/2021;71065;39039;32026;0;98914;39.46761834
221;Antigua and Barbuda;ATG;16/08/2021;71434;39186;32248;0;98914;39.61623228
222;Antigua and Barbuda;ATG;19/08/2021;71600;39230;32370;0;98914;39.66071537
223;Antigua and Barbuda;ATG;22/08/2021;72282;39466;32816;0;98914;39.89930647
224;Antigua and Barbuda;ATG;24/08/2021;72902;39808;33094;0;98914;40.24506137
225;Antigua and Barbuda;ATG;28/08/2021;73700;40309;33391;0;98914;40.75156196
226;Antigua and Barbuda;ATG;30/08/2021;74637;40795;33842;1;98914;41.24289787
227;Antigua and Barbuda;ATG;31/08/2021;75069;41061;34008;0;98914;41.51181835
228;Antigua and Barbuda;ATG;07/09/2021;77997;42938;35059;0;98914;43.40942637
229;Antigua and Barbuda;ATG;10/09/2021;79390;43681;35709;0;98914;44.16058394
230;Antigua and Barbuda;ATG;13/09/2021;79922;43949;35973;0;98914;44.43152638
231;Antigua and Barbuda;ATG;17/09/2021;81915;45099;36816;0;98914;45.5941525
232;Argentina;ARG;20/01/2021;247933;243539;4394;425;45708424;0.532809882
233;Argentina;ARG;21/01/2021;265724;249372;16352;234;45708424;0.545571206
234;Argentina;ARG;22/01/2021;279602;254456;25146;150;45708424;0.556693882
235;Argentina;ARG;23/01/2021;288064;258876;29188;139;45708424;0.566363872
236;Argentina;ARG;24/01/2021;292023;260036;31987;220;45708424;0.568901697
237;Argentina;ARG;25/01/2021;292386;260122;32264;162;45708424;0.569089847
238;Argentina;ARG;26/01/2021;305880;266969;38911;90;45708424;0.58406958
239;Argentina;ARG;27/01/2021;318033;272323;45710;207;45708424;0.595782957
240;Argentina;ARG;28/01/2021;327999;276548;51451;219;45708424;0.60502633
241;Argentina;ARG;29/01/2021;344034;278451;65583;182;45708424;0.609189676
242;Argentina;ARG;30/01/2021;366384;281023;85361;166;45708424;0.614816647
243;Argentina;ARG;01/02/2021;375851;281577;94274;156;45708424;0.616028678
244;Argentina;ARG;03/02/2021;396562;284196;112366;275;45708424;0.621758475
245;Argentina;ARG;04/02/2021;444018;297717;146301;177;45708424;0.651339456
246;Argentina;ARG;06/02/2021;471383;307501;163882;161;45708424;0.6727447
247;Argentina;ARG;07/02/2021;501152;319316;181836;285;45708424;0.698593327
248;Argentina;ARG;08/02/2021;511582;322318;189264;125;45708424;0.705161044
249;Argentina;ARG;09/02/2021;513178;322975;190203;61;45708424;0.706598416
250;Argentina;ARG;10/02/2021;535303;337772;197531;227;45708424;0.738971005
251;Argentina;ARG;11/02/2021;572928;362649;210279;158;45708424;0.793396421
252;Argentina;ARG;12/02/2021;591632;368023;223609;118;45708424;0.805153553
253;Argentina;ARG;13/02/2021;606245;371629;234616;200;45708424;0.81304269
254;Argentina;ARG;14/02/2021;609605;372122;237483;314;45708424;0.814121266
255;Argentina;ARG;15/02/2021;609791;372181;237610;48;45708424;0.814250345
256;Argentina;ARG;16/02/2021;611169;373253;237916;0;45708424;0.816595645
257;Argentina;ARG;17/02/2021;612322;374002;238320;91;45708424;0.818234293
258;Argentina;ARG;18/02/2021;635583;392399;243184;105;45708424;0.858482891
259;Argentina;ARG;19/02/2021;668654;414958;253696;184;45708424;0.907837032
260;Argentina;ARG;20/02/2021;707148;445614;261534;241;45708424;0.974905632
261;Argentina;ARG;21/02/2021;720267;456929;263338;143;45708424;0.999660369
262;Argentina;ARG;22/02/2021;722234;458822;263412;122;45708424;1.003801837
263;Argentina;ARG;23/02/2021;746615;481689;264926;237;45708424;1.053829815
264;Argentina;ARG;24/02/2021;780455;513394;267061;151;45708424;1.123193396
265;Argentina;ARG;25/02/2021;829832;558831;271001;14;45708424;1.22259958
266;Argentina;ARG;26/02/2021;903915;620635;283280;156;45708424;1.357813168
267;Argentina;ARG;27/02/2021;984895;694470;290425;207;45708424;1.519347943
268;Argentina;ARG;28/02/2021;1025003;731571;293432;59;45708424;1.600516789
269;Argentina;ARG;01/03/2021;1049169;755212;293957;19;45708424;1.652238108
270;Argentina;ARG;02/03/2021;1126108;823446;302662;112;45708424;1.801519125
271;Argentina;ARG;03/03/2021;1181292;874916;306376;115;45708424;1.914124189
272;Argentina;ARG;04/03/2021;1252461;941695;310766;261;45708424;2.060221984
273;Argentina;ARG;05/03/2021;1357596;1030504;327092;52;45708424;2.254516585
274;Argentina;ARG;07/03/2021;1526078;1182874;343204;86;45708424;2.587868704
275;Argentina;ARG;08/03/2021;1546699;1202998;343701;10;45708424;2.6318956
276;Argentina;ARG;09/03/2021;1648957;1301787;347170;241;45708424;2.84802425
277;Argentina;ARG;10/03/2021;1774438;1424984;349454;131;45708424;3.117552248
278;Argentina;ARG;11/03/2021;1919074;1564555;354519;107;45708424;3.422902964
279;Argentina;ARG;12/03/2021;2098205;1719543;378662;134;45708424;3.761982693
280;Argentina;ARG;13/03/2021;2294738;1876113;418625;85;45708424;4.10452349
281;Argentina;ARG;14/03/2021;2381429;1932696;448733;68;45708424;4.228314676
282;Argentina;ARG;15/03/2021;2404194;1952883;451311;24;45708424;4.272479401
283;Argentina;ARG;16/03/2021;2541362;2064529;476833;0;45708424;4.516736346
284;Argentina;ARG;17/03/2021;2668103;2170116;497987;166;45708424;4.747737529
285;Argentina;ARG;18/03/2021;2805153;2289249;515904;200;45708424;5.008374386
286;Argentina;ARG;19/03/2021;2939364;2382859;556505;195;45708424;5.213172522
287;Argentina;ARG;20/03/2021;3063864;2472426;591438;155;45708424;5.40912546
288;Argentina;ARG;21/03/2021;3119828;2514480;605348;90;45708424;5.501130382
289;Argentina;ARG;22/03/2021;3142444;2535054;607390;41;45708424;5.546141779
290;Argentina;ARG;23/03/2021;3240731;2618750;621981;28;45708424;5.729250258
291;Argentina;ARG;24/03/2021;3328933;2694454;634479;126;45708424;5.894873995
292;Argentina;ARG;25/03/2021;3365839;2730260;635579;152;45708424;5.973209665
293;Argentina;ARG;26/03/2021;3474415;2824344;650071;123;45708424;6.179044808
294;Argentina;ARG;27/03/2021;3570460;2908932;661528;146;45708424;6.364104787
295;Argentina;ARG;28/03/2021;3625283;2959843;665440;143;45708424;6.475486882
296;Argentina;ARG;29/03/2021;3646068;2980182;665886;133;45708424;6.51998415
297;Argentina;ARG;30/03/2021;3744566;3073630;670936;81;45708424;6.724427865
298;Argentina;ARG;31/03/2021;3891932;3214538;677394;162;45708424;7.032703643
299;Argentina;ARG;01/04/2021;4023017;3342427;680590;125;45708424;7.312496707
300;Argentina;ARG;02/04/2021;4123152;3440284;682868;122;45708424;7.526586347
301;Argentina;ARG;03/04/2021;4178896;3495125;683771;83;45708424;7.646566418
302;Argentina;ARG;04/04/2021;4234505;3550166;684339;82;45708424;7.766984047
303;Argentina;ARG;05/04/2021;4260808;3576423;684385;83;45708424;7.8244286
304;Argentina;ARG;06/04/2021;4404175;3712009;692166;93;45708424;8.121061011
305;Argentina;ARG;07/04/2021;4571819;3870734;701085;272;45708424;8.468316475
306;Argentina;ARG;08/04/2021;4771214;4064154;707060;163;45708424;8.891476985
307;Argentina;ARG;09/04/2021;4956023;4244964;711059;198;45708424;9.287049582
308;Argentina;ARG;10/04/2021;5201468;4478948;722520;290;45708424;9.798955221
309;Argentina;ARG;11/04/2021;5313612;4586426;727186;228;45708424;10.0340935
310;Argentina;ARG;12/04/2021;5390000;4661085;728915;297;45708424;10.197431
311;Argentina;ARG;13/04/2021;5571878;4836246;735632;132;45708424;10.58064483
312;Argentina;ARG;14/04/2021;5754919;4996672;758247;178;45708424;10.93162171
313;Argentina;ARG;15/04/2021;5935146;5163344;771802;217;45708424;11.29626346
314;Argentina;ARG;16/04/2021;6093016;5305604;787412;368;45708424;11.60749712
315;Argentina;ARG;17/04/2021;6226872;5431994;794878;383;45708424;11.8840107
316;Argentina;ARG;18/04/2021;6288812;5489318;799494;159;45708424;12.00942303
317;Argentina;ARG;19/04/2021;6334554;5534225;800329;80;45708424;12.10766969
318;Argentina;ARG;20/04/2021;6433141;5620411;812730;64;45708424;12.29622575
319;Argentina;ARG;21/04/2021;6550568;5722607;827961;248;45708424;12.51980816
320;Argentina;ARG;22/04/2021;6693438;5851232;842206;316;45708424;12.80121144
321;Argentina;ARG;23/04/2021;6807411;5955371;852040;291;45708424;13.02904471
322;Argentina;ARG;24/04/2021;7017279;6149835;867444;537;45708424;13.45448926
323;Argentina;ARG;25/04/2021;7134949;6263849;871100;556;45708424;13.70392687
324;Argentina;ARG;26/04/2021;7214704;6341959;872745;298;45708424;13.87481441
325;Argentina;ARG;27/04/2021;7386650;6507572;879078;170;45708424;14.23713931
326;Argentina;ARG;28/04/2021;7557986;6672739;885247;443;45708424;14.59848845
327;Argentina;ARG;29/04/2021;7715006;6806565;908441;512;45708424;14.89127037
328;Argentina;ARG;30/04/2021;7865213;6926650;938563;348;45708424;15.15399
329;Argentina;ARG;01/05/2021;7971470;7002992;968478;561;45708424;15.32100954
330;Argentina;ARG;02/05/2021;7997902;7025492;972410;357;45708424;15.3702346
331;Argentina;ARG;03/05/2021;8039793;7051772;988021;231;45708424;15.42772947
332;Argentina;ARG;04/05/2021;8197011;7149293;1047718;156;45708424;15.64108402
333;Argentina;ARG;05/05/2021;8391513;7261176;1130337;540;45708424;15.88585946
334;Argentina;ARG;06/05/2021;8591061;7399515;1191546;410;45708424;16.18851483
335;Argentina;ARG;07/05/2021;8820691;7555386;1265305;663;45708424;16.52952637
336;Argentina;ARG;08/05/2021;9001747;7660652;1341095;398;45708424;16.75982528
337;Argentina;ARG;09/05/2021;9082597;7688877;1393720;609;45708424;16.82157538
338;Argentina;ARG;10/05/2021;9122759;7718272;1404487;170;45708424;16.88588519
339;Argentina;ARG;11/05/2021;9237005;7790786;1446219;283;45708424;17.04452991
340;Argentina;ARG;12/05/2021;9383945;7866933;1517012;496;45708424;17.21112283
341;Argentina;ARG;13/05/2021;9541511;7912175;1629336;490;45708424;17.3101024
342;Argentina;ARG;14/05/2021;9704364;7953562;1750802;496;45708424;17.40064807
343;Argentina;ARG;15/05/2021;9862623;7992532;1870091;447;45708424;17.48590588
344;Argentina;ARG;16/05/2021;9927783;8023563;1904220;599;45708424;17.5537949
345;Argentina;ARG;17/05/2021;10002830;8050709;1952121;400;45708424;17.61318439
346;Argentina;ARG;18/05/2021;10193368;8141608;2051760;269;45708424;17.81205145
347;Argentina;ARG;19/05/2021;10383925;8279961;2103964;505;45708424;18.11473745
